id,bid,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户
4465110737014285,IrjPjtqJD,转发微博,,,,2020-01-26,iPhone,1,0,1,,,False,2171008385,清新小镇,4465096891372114,IrjsZ5KWS,希望月亮能代替我拥抱你「给很远却非常挂念的人们」 📷：@overwater ,"https://wx3.sinaimg.cn/large/8166f581gy1gbaado4wp2j216o23uqre.jpg,https://wx3.sinaimg.cn/large/8166f581gy1gbaadsf30sj216o23u7oj.jpg,https://wx1.sinaimg.cn/large/8166f581gy1gbaadubpgkj216o23uamx.jpg,https://wx3.sinaimg.cn/large/8166f581gy1gbaadylft4j216o23u4qp.jpg,https://wx2.sinaimg.cn/large/8166f581gy1gbaadpghsaj216o23udob.jpg,https://wx1.sinaimg.cn/large/8166f581gy1gbaae47596j216o23u1kx.jpg,https://wx2.sinaimg.cn/large/8166f581gy1gbaaehxdn6j216o23uhdt.jpg,https://wx2.sinaimg.cn/large/8166f581gy1gbaadki4u8j216o23u7wh.jpg,https://wx1.sinaimg.cn/large/8166f581gy1gbaaemh6kbj216o23ukc7.jpg",,,2020-01-26,清新小镇超话,198,14,31,,overwater
4464990607744018,IrgHywuzw,先转再看,,,,2020-01-26,iPhone,2,0,8,,,False,1854368294,投行泰山,4464951010105093,IrfFH0rl3,武汉疫情瞒报之谜：来自爬虫和文本分析的证据1、本文创新之处：以舆情梳理分析核心事实漏洞；以文本分析沟通各方孤立信源；“内紧外松”无法概括武汉当局渎职全貌；2、本文分为说明、正文、附录三部分，爬虫结果在附录部分；3、本文基本假设：新型冠状病毒潜伏期为12日-14日；武汉疫情瞒报之谜：来自爬虫和文本分析的证据,,,,2020-01-26,iPhone XS Max,74,8,76,,
4464705097554764,Ir9h3vHl2,//@星風星屑://@玉响P: //@速吸改://@Ltreec://@灯塔水母君:Repost,,,,2020-01-25,iPhone,3,0,6,,"星風星屑,玉响P,速吸改,Ltreec,灯塔水母君",False,6459255472,贺大仙儿ww,4464239664347229,IqXamieUB,转自一个在北大读临床的朋友的pyq& 帮扩P10但愿有效吧🙏🙏希望早日在热搜上看到：新型病毒已得到有效控制🙏🙏🙏#武汉加油# ,"https://wx4.sinaimg.cn/large/00738npSgy1gb7jxxn21ej30n00q5djx.jpg,https://wx2.sinaimg.cn/large/00738npSgy1gb7jxyy2trj30qm1mqgr7.jpg,https://wx4.sinaimg.cn/large/00738npSgy1gb7jy0ogtij30qm1loqbx.jpg,https://wx4.sinaimg.cn/large/00738npSgy1gb7jy2viiaj30qm1lo12l.jpg,https://wx2.sinaimg.cn/large/00738npSgy1gb7jy4t8b0j30qm1lo0xn.jpg,https://wx1.sinaimg.cn/large/00738npSgy1gb7jy6j7e9j30u0118q6i.jpg,https://wx1.sinaimg.cn/large/00738npSgy1gb7jy7q47uj30sm1d0tdo.jpg,https://wx4.sinaimg.cn/large/00738npSgy1gb7jy9e1mqj30u01t0gta.jpg,https://wx3.sinaimg.cn/large/00738npSgy1gb7jyby3ofj30u01t0qaj.jpg",,,2020-01-24,iPhone客户端,93,43,314,武汉加油,
4464636503749189,Ir7uqfJkN,转发微博,,,,2020-01-25,iPhone,1,0,0,,,False,1974561081,网易财经,4464301416988008,IqYLXtjTO,【重温：非典时期王岐山同志接受中央电视台专访视频及文字实录】当前除了向战斗英雄致敬，向大局为重的武汉人民致敬，还有14万万同胞的实际行动，绝不可嘴上致敬、实际上却毫不关己。武汉需要的不是低价的“武汉挺住”“武汉加油”，需要的是紧缺的生活物资、医疗物资和专业队伍，需要是身处其间的恐惧感的消退。远方的每一个人，都与你我有关。(本文来源：财经会议资讯）重温：非典时期王岐山同志接受中央电视台专访视频及文字实录  网易财经的微博视频,,"http://f.video.weibocdn.com/003GR93Wlx07AplVb9d601041201JvPO0E010.mp4?label=mp4_hd&template=240x180.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1580059352&ssig=fg1Z%2BMHyjP&KID=unistore,video",,2020-01-24,微博视频,4300,0,2662,,
4464612336421798,Ir6RrqWBo,Repost,,,,2020-01-25,iPhone,1,0,1,,,False,2396467192,樱花妹子睡不醒,4464510008187010,Ir4coylOy,"看到这两天跟疫情相关的信息，我又重新回顾了Vosoughi等人在2018年发在《Science》上的文章：网页链接。研究者通过对2006年到2017年Twitter上的12.6万的真假新闻的研究发现，虚假信息在传播速率、深度和广度都要优于真实信息。真新闻达到1500个受众所需要的时间是假新闻的六倍，假新闻下沉得更快，相比真新闻得到转发的可能性要高70％，能够波及的受众也更多。另一个重要发现是情绪动员上的区别——假新闻更可能会激发恐惧、厌恶和惊讶的情绪，和真新闻激发的情绪差异极大。看这篇文章的同时我也在反思：目前微博信息市场上出现了普遍恐慌、焦虑和愤怒的情绪，这些不能说都是出于谣言，但看起来是滋长了谣言（从我个人看到的情况而言，如果以后有实证能够证明，也算是Vosoughi文章的一个可能的理论延伸）。我之前一直认为信息公开和公共监督在特殊时期是社交媒体的两个重要功能，但是公共监督不可以冲散重要信息的流通。除了流通信息和观点，社交媒体更重要的一个affordance是connectivity（连通性，见Treem & Leonardi, 2013），可以构建社会网络并且动员社会参与。我没有做过科学传播和健康传播的研究，但我认为在目前的情况下，传播科学知识和动员社会资源全力支援病区是比责怪政府不作为和讨论制度合理性更为迫切的。回顾我前几天发过的微博，我发现自己对行政表现的评论和观点微博也超过了对科学健康信息和资源统筹通知的转发。我没有传播谣言，但这些观点信息可能也正在淹没该被广泛传播的有用信息。我删掉了一些观点类的微博，会多转一些科普帖、辟谣帖和筹措资源帖。我在医学院的朋友正在从内部联络斯坦福医院为武汉捐赠资源，如果最后能够谈成，我也会转到首页，希望大家能够支持。短期能做的也就是这些了。最后祝大家新年快乐，尤其是武汉的医生和病人，希望你们一切都好。我相信科学，相信善意，希望这些也能真的成为你们的力量，加油！","https://wx3.sinaimg.cn/large/8ed72ff8ly1gb8f2byziej20z00lqtey.jpg,https://wx1.sinaimg.cn/large/8ed72ff8ly1gb8f2dc4g2j21hk0qi1dk.jpg,https://wx1.sinaimg.cn/large/8ed72ff8ly1gb8f2ebozrj20l40jg7af.jpg",,,2020-01-25,微博 weibo.com,294,41,533,,
4464194411718708,IqVZn7d76,全副武装 ,https://wx2.sinaimg.cn/large/6e0c896fly1gb7eqr1f44j21400u0gw5.jpg,https://video.weibo.com/media/play?livephoto=//us.sinaimg.cn/002xw0Dkjx07AoSHRVfq0f0f01003Bkj0k01.mov,,2020-01-24,iPhone,15,0,0,,,True
4464081463924080,IqT3cgsPC,//@Miraitowa_z98://@葱神:看了这个视频整个人安静多了。你们也看看吧。 //@巍峰://@说互联网:已经很大进步了//@来去之间:流行病学确实也不只是医学……老头说的也是，早十天提封城，几十个病例，你们大家也得听啊……//@假行僧SZ:这才是真正的专家和权威人士，而且，不但懂医学还懂经济、懂政治。,,,,2020-01-24,iPhone,3,0,1,,"Miraitowa_z98,葱神,巍峰,说互联网,来去之间,假行僧SZ",False,1875293522,卢克文,4463986714229954,IqQAnhKp4,分享视频 卢克文的微博视频 ,,"http://f.video.weibocdn.com/003qfLJIgx07AnY1LRnW01041200NaDv0E010.mp4?label=mp4_hd&template=854x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1580059351&ssig=8kFaiMlGNj&KID=unistore,video",,2020-01-23,iPhone XS Max,78072,1789,40316,,
4464021203858378,IqRu0gbJU,平安是福//@光头怪博士:为了如此鲜活的人间也要平平安安的,,,,2020-01-23,iPhone,0,0,1,,光头怪博士,False,1990808357,自然男孩儿,4463678902651006,IqIzUb7Ea,己 亥 大 赏 #祝你平安#  自然男孩儿的微博视频 ,,"http://f.video.weibocdn.com/0030BYhrlx07AmC2OxLi01041203aeim0E020.mp4?label=mp4_720p&template=720x1280.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&Expires=1580059351&ssig=kOFE4QbdEQ&KID=unistore,video",,2020-01-22,微博视频,35950,5713,29705,祝你平安,
4463413998586363,IqBGDA1HJ,凌晨五点 ,"https://wx1.sinaimg.cn/large/6e0c896fly1gb4x4385z7j21690nsthy.jpg,https://wx2.sinaimg.cn/large/6e0c896fly1gb4x44g31kj20s51e0k1t.jpg",,,2020-01-22,iPhone,7,3,0,,,True
4460907973633304,IpyuFffbG,本周愿望达成//@李嘉轩_astro:本周愿望：再来一个面试//@李嘉轩_astro:本周愿望达成！！！,,,,2020-01-15,iPhone,5,1,0,,"李嘉轩_astro,李嘉轩_astro",False,1846315375,李嘉轩_astro,4457531306659791,Io8EqrWvZ,本周愿望：收到一个面试 ,https://wx4.sinaimg.cn/large/6e0c896fly1gam5i83rt7j20j60jimzr.jpg,,,2020-01-06,iPhone,10,1,3,,
